,date,crude_oil_prices,interest_rates,reer_exchange,consumption_expenditure,cpi,sector_sentiment,total_count,sentiment_category,vix,s&p_500_energy
291,2018-04-01,66.25,1.69,92.43,101.766,250.227,0.8013070291777188,21.0,Positive,15.930000305175781,544.5599975585938
292,2018-05-01,69.98,1.7,95.3,101.941,250.792,0.9723950289575289,32.0,Positive,15.430000305175781,558.3499755859375
293,2018-06-01,67.87,1.82,96.91,102.029,251.018,0.979033921064923,20.0,Positive,16.09000015258789,561.5399780273438
294,2018-07-01,70.98,1.91,97.16,102.137,251.214,0.5893847957133288,12.0,Neutral,12.829999923706055,569.1599731445312
295,2018-08-01,68.06,1.91,97.63,102.208,251.663,0.9186604790419161,23.0,Positive,12.859999656677246,547.5800170898438
296,2018-09-01,70.23,1.95,97.62,102.418,252.182,0.9504143661216832,17.0,Positive,12.119999885559082,560.9099731445312
297,2018-10-01,70.75,2.19,98.16,102.595,252.772,0.9424665783152488,32.0,Positive,21.229999542236328,497.3699951171875
298,2018-11-01,56.96,2.2,99.04,102.63,252.594,0.9610701479376897,31.0,Positive,18.06999969482422,486.4200134277344
299,2018-12-01,49.52,2.27,98.55,102.701,252.767,0.904506334841629,18.0,Positive,25.420000076293945,424.07000732421875
300,2019-01-01,51.38,2.4,97.4,102.648,252.561,0.8825141923856721,33.0,Positive,16.56999969482422,470.80999755859375
301,2019-02-01,54.95,2.4,97.11,102.836,253.319,0.9121029204785361,33.0,Positive,14.779999732971191,479.94000244140625
302,2019-03-01,58.15,2.41,97.69,103.069,254.277,0.9604466534724719,16.0,Positive,13.710000038146973,489.45001220703125
303,2019-04-01,63.86,2.42,98.02,103.36,255.233,0.9301939294801889,27.0,Positive,13.119999885559082,489.3800048828125
304,2019-05-01,60.83,2.39,99.12,103.435,255.296,0.9199798230088494,27.0,Positive,18.709999084472656,432.1000061035156
305,2019-06-01,54.66,2.38,98.76,103.484,255.213,0.6087606790799562,18.0,Neutral,15.079999923706055,471.2799987792969
306,2019-07-01,57.35,2.4,98.38,103.622,255.802,0.4010014788443106,53.0,Neutral,16.1200008392334,462.4700012207031
307,2019-08-01,54.81,2.13,99.98,103.67,256.036,0.2327344897959184,38.0,Negative,18.979999542236328,422.0899963378906
308,2019-09-01,56.95,2.04,100.11,103.733,256.43,0.7392762017336487,12.0,Positive,16.239999771118164,437.1300048828125
309,2019-10-01,53.96,1.83,99.42,103.917,257.155,0.8520022618363043,20.0,Positive,13.220000267028809,426.6600036621094
310,2019-11-01,57.03,1.55,98.89,104.024,257.879,0.9362658959537573,15.0,Positive,12.619999885559082,431.3699951171875
311,2019-12-01,59.88,1.55,98.12,104.307,258.63,0.8366457516339868,13.0,Positive,13.779999732971191,456.4599914550781
312,2020-01-01,57.52,1.55,97.65,104.419,258.906,0.9033747433264888,16.0,Positive,18.84000015258789,405.45001220703125
313,2020-02-01,50.54,1.58,98.76,104.541,259.246,0.8640383080606545,19.0,Positive,40.11000061035156,343.5299987792969
314,2020-03-01,29.21,0.65,102.42,104.252,258.15,0.7836395979020979,28.0,Positive,53.540000915527344,223.39999389648438
315,2020-04-01,16.55,0.05,104.41,103.817,256.126,0.0979608207981915,58.0,Negative,34.150001525878906,289.6499938964844
316,2020-05-01,28.56,0.05,103.91,103.914,255.848,0.4529749822502897,39.0,Neutral,27.510000228881836,291.5899963378906
317,2020-06-01,38.31,0.08,101.77,104.233,257.004,0.8997557356401847,43.0,Positive,30.43000030517578,287.4599914550781
318,2020-07-01,40.71,0.09,101.24,104.564,258.408,0.7993976298720977,44.0,Positive,24.459999084472656,272.0899963378906
319,2020-08-01,42.34,0.1,99.94,104.887,259.366,0.8017315635359114,58.0,Positive,26.40999984741211,266.5
320,2020-09-01,39.63,0.09,99.25,105.046,259.951,0.5198951784146245,36.0,Neutral,26.3700008392334,227.49000549316406
321,2020-10-01,39.4,0.09,98.56,105.106,260.249,0.7278119742587911,51.0,Positive,38.02000045776367,216.82000732421875
322,2020-11-01,40.94,0.09,97.02,105.225,260.895,0.6501657880808723,51.0,Neutral,20.56999969482422,274.4200134277344
323,2020-12-01,47.02,0.09,95.07,105.69,262.005,0.869185524668943,137.0,Positive,22.75,286.1400146484375
324,2021-01-01,52.0,0.09,94.62,106.083,262.518,0.704777315695153,191.0,Positive,33.09000015258789,296.5199890136719
325,2021-02-01,59.04,0.08,94.99,106.471,263.583,0.5430247027035398,347.0,Neutral,27.950000762939453,360.19000244140625
326,2021-03-01,62.33,0.07,96.76,107.032,264.91,0.7128552000040334,1054.0,Positive,19.399999618530273,369.8900146484375
327,2021-04-01,61.72,0.07,96.82,107.632,266.752,0.7338101299958513,1126.0,Positive,18.610000610351562,371.6000061035156
328,2021-05-01,65.17,0.06,96.22,108.184,268.452,0.6553272320699897,982.0,Neutral,16.760000228881836,389.82000732421875
329,2021-06-01,71.38,0.08,97.19,108.748,270.664,0.7449087248395287,1157.0,Positive,15.829999923706055,407.3699951171875
330,2021-07-01,72.49,0.1,98.56,109.275,271.994,0.7744849163687811,782.0,Positive,18.239999771118164,372.989990234375
331,2021-08-01,67.73,0.09,98.78,109.72,272.789,0.6468950902608726,578.0,Neutral,16.479999542236328,362.260009765625
332,2021-09-01,71.65,0.08,98.68,110.047,273.887,0.5514141950924806,683.0,Neutral,23.139999389648438,395.8800048828125
333,2021-10-01,81.48,0.08,99.5,110.741,276.434,0.7458202171047603,1065.0,Positive,16.260000228881836,436.19000244140625
334,2021-11-01,79.15,0.08,100.31,111.51,278.799,0.7297803857397227,820.0,Positive,27.190000534057617,410.70001220703125
335,2021-12-01,71.71,0.08,101.02,112.221,280.808,0.7254064398872034,1001.0,Positive,17.219999313354492,422.739990234375
336,2022-01-01,83.22,0.08,100.89,112.776,282.39,0.7274474260658289,1278.0,Positive,24.829999923706055,502.92999267578125
337,2022-02-01,91.64,0.08,100.82,113.489,284.535,0.6828633806882292,1403.0,Positive,30.149999618530273,534.9500122070312
338,2022-03-01,108.5,0.2,102.44,114.489,287.553,0.5108863791189144,1678.0,Neutral,20.559999465942383,581.9299926757812
339,2022-04-01,101.78,0.33,103.16,114.845,288.764,0.6160733746114201,1214.0,Neutral,33.400001525878906,572.4099731445312
340,2022-05-01,109.55,0.77,106.18,115.542,291.359,0.615868391754556,1198.0,Neutral,26.190000534057617,658.0
341,2022-06-01,114.84,1.21,107.42,116.631,294.996,0.6001326696179023,1304.0,Neutral,28.709999084472656,546.239990234375
342,2022-07-01,101.62,1.68,109.2,116.662,294.977,0.6541482903122936,1405.0,Neutral,21.329999923706055,598.739990234375
343,2022-08-01,93.67,2.33,108.69,117.002,295.209,0.6869586438254985,1184.0,Positive,25.8700008392334,611.7999877929688
344,2022-09-01,84.26,2.56,111.26,117.377,296.341,0.7461649486584633,1026.0,Positive,31.6200008392334,552.5599975585938
345,2022-10-01,87.55,3.08,112.99,117.891,297.863,0.7132621451849049,1241.0,Positive,25.8799991607666,689.8300170898438
346,2022-11-01,84.37,3.78,110.19,118.221,298.648,0.7074048373553355,1112.0,Positive,20.579999923706055,694.2999877929688
347,2022-12-01,76.44,4.1,107.44,118.403,298.812,0.72896740182585,921.0,Positive,21.670000076293945,672.3400268554688
348,2023-01-01,78.12,4.33,105.69,119.007,300.356,0.7103095022602509,1165.0,Positive,19.399999618530273,690.5900268554688
349,2023-02-01,76.83,4.57,106.2,119.401,301.509,0.7444502803784492,936.0,Positive,20.700000762939453,638.010009765625
350,2023-03-01,73.28,4.65,106.83,119.553,301.744,0.730479598593205,871.0,Positive,18.700000762939453,634.9000244140625
351,2023-04-01,79.45,4.83,105.96,119.97,303.032,0.7865274506115951,807.0,Positive,15.779999732971191,655.2000122070312
352,2023-05-01,71.58,5.06,106.76,120.14,303.365,0.7574056583943979,758.0,Positive,17.940000534057617,585.6599731445312
353,2023-06-01,70.25,5.08,107.25,120.435,304.003,0.756225300550541,552.0,Positive,13.59000015258789,623.5599975585938
354,2023-07-01,76.07,5.12,106.24,120.598,304.628,0.8103923786417239,696.0,Positive,13.630000114440918,668.97998046875
355,2023-08-01,81.39,5.33,107.71,120.965,306.187,0.7617272058734885,660.0,Positive,13.569999694824219,677.489990234375
356,2023-09-01,89.43,5.33,109.13,121.387,307.288,0.6804951924822666,794.0,Positive,17.520000457763672,694.1900024414062
357,2023-10-01,85.64,5.33,110.46,121.421,307.531,0.699477460630939,1386.0,Positive,18.139999389648438,652.010009765625
358,2023-11-01,77.69,5.33,108.43,121.415,308.024,0.77528389622118,892.0,Positive,12.920000076293945,641.280029296875
359,2023-12-01,71.9,5.33,106.66,121.602,308.742,0.8154832921302018,804.0,Positive,12.449999809265137,640.0499877929688
360,2024-01-01,74.15,5.33,107.43,122.115,309.685,0.7888832606605675,661.0,Positive,14.350000381469727,636.72998046875
361,2024-02-01,77.25,5.33,108.06,122.494,311.054,0.8065772877181262,663.0,Positive,13.399999618530273,653.1400146484375
362,2024-03-01,81.28,5.33,108.39,122.912,312.23,0.8624269789173462,364.0,Positive,13.010000228881836,721.239990234375
363,2024-04-01,85.35,5.33,109.69,123.234,313.207,0.8195017018465506,724.0,Positive,15.649999618530273,714.9500122070312
364,2024-05-01,80.02,5.33,109.53,123.224,313.225,0.7715793021370765,700.0,Positive,12.920000076293945,708.0399780273438
365,2024-06-01,79.77,5.33,111.03,123.369,313.049,0.8749055289229785,485.0,Positive,12.4399995803833,698.22998046875
366,2024-07-01,81.8,5.33,110.39,123.575,313.534,0.7995301003776459,658.0,Positive,16.360000610351562,712.4199829101562
367,2024-08-01,76.68,5.33,109.32,123.727,314.121,0.814913793615346,510.0,Positive,15.0,695.8599853515625
368,2024-09-01,70.24,5.13,108.77,123.939,314.686,0.8575911346435774,325.0,Positive,16.729999542236328,676.469970703125
369,2024-10-01,71.99,4.83,110.0,124.223,315.454,0.8833415299702411,268.0,Positive,23.15999984741211,681.25
370,2024-11-01,69.95,4.64,112.54,124.382,316.441,0.2804362916495269,19.0,Negative,13.510000228881836,724.0599975585938
